Code,Description
42131230,Gate valves.
42131240,Globe valves.
42131250,Needle valves.
42131260,Ball valves.
42131270,Plug valves.
42131280,Butterfly valves.
42131290,Diaphragm valves.
42131291,Sliding valves.
42131292,Flap valves.
42131300,Christmas trees and other assemblies of valves.
42131310,Oilrig Christmas trees.
42131320,Choke manifolds.
42131390,Assemblies of valves.
42131400,"Sanitary taps, cocks."
42132000,Parts of taps and valves.
42132100,Valve actuators.
42132110,Electric valve actuators.
42132120,Hydraulic valve actuators.
42132130,Pneumatic valve actuators.
42132200,Tap parts.
42132300,Valve parts.
42140000,"Gears, gearing and driving elements."
42141000,"Plain gears, gearing and driving elements."
42141100,"Transmission, cam- and crank- shafts."
42141110,Transmission shafts.
42141120,Camshafts.
42141130,Crankshafts.
42141200,Bearing housings.
42141300,Gears and gearing.
42141400,Flywheels and pulleys.
42141410,Winches.
42141500,Clutches.
42141600,Pulley blocks.
42141700,Shaft couplings.
42141800,Universal joints.
42142000,Parts of gearing and driving elements.
42142100,Parts of gearing elements.
42142200,Parts of driving elements.
42150000,Nuclear reactors and parts.
42151000,Nuclear reactors.
42152000,Parts of nuclear reactors.
42152100,Reactor-cooling systems.
42152200,Parts of nuclear-reactor vessels.
42160000,Boiler installations.
42161000,Hot-water boilers.
42162000,Steam-generating boilers.
42163000,Steam generators.
42164000,Auxiliary plant for use with boilers.
42165000,Steam condensers.
42200000,"Machinery for food, beverage and tobacco processing and associated parts."
42210000,"Food, beverage and tobacco-processing machinery."
42211000,Dairy machinery.
42211100,Centrifugal cream separators.
42212000,Machinery for processing cereals or dried vegetables.
42213000,Machinery used in the manufacture of alcoholic or fruit beverages.
42214000,"Cooking ovens, dryers for agricultural products and equipment for cooking or heating."
42214100,Cooking ovens.
42214110,Grills.
42214200,Dryers for agricultural products.
42215000,Machinery for the industrial preparation or manufacture of food or drink.
42215100,Food-cutting machines.
42215110,Bread-slicing machines.
42215120,Bacon slicers.
42215200,Food-processing machinery.
42215300,Pasta-making machines.
42216000,Machinery for processing tobacco.
42220000,"Parts of machinery for food, beverage and tobacco processing."
42221000,Parts of machinery for food processing.
42221100,Parts of dairy machinery.
42221110,Parts of milking machines.
42222000,Parts of machinery for beverage processing.
42223000,Parts of machinery for tobacco processing.
42300000,"Industrial or laboratory furnaces, incinerators and ovens."
42310000,Furnace burners.
42320000,Waste incinerators.
42330000,Smelting furnaces.
42340000,Non-domestic ovens.
42341000,Commercial ovens.
42350000,Cremators.
42390000,"Parts of furnace burners, furnaces or ovens."
42400000,Lifting and handling equipment and parts.
42410000,Lifting and handling equipment.
42411000,Pulley tackle and hoists.
42412000,"Pithead winding gear, winches for underground use, and capstans."
42412100,Pithead winding gear and winches for use underground.
42412110,Pithead winding gear.
42412120,Winches for use underground.
42412200,Capstans.
42413000,Jacks and vehicle hoists.
42413100,Built-in jacking systems.
42413200,Hydraulic jacks.
42413300,Pneumatic jacks.
42413400,Mechanical jacks.
42413500,Vehicle hoists.
42414000,"Cranes, mobile lifting frames and works trucks fitted with a crane."
42414100,Cranes.
42414110,Harbour cranes.
42414120,Quayside cranes.
42414130,Stacker cranes.
42414140,Container cranes.
42414150,Tower cranes.
42414200,Overhead travelling cranes.
42414210,Travelling crane.
42414220,Traversing bridge.
42414300,Portal jib cranes.
42414310,Mobile lifting frames.
42414320,Pedestal jib cranes.
42414400,Vehicle-mounted cranes.
42414410,Cranes for trucks.
42414500,Bridge cranes.
42415000,"Forklift trucks, works trucks, railway-station platforms tractors."
42415100,Lifting trucks.
42415110,Forklift trucks.
42415200,Works trucks.
42415210,Works trucks fitted with handling equipment.
42415300,Railway-station platforms tractors.
42415310,Free-steered vehicles (FSVS).
42415320,Equipment for emergency vehicles.
42416000,"Lifts, skip hoists, hoists, escalators and moving walkways."
42416100,Lifts.
42416110,Bath lifts.
42416120,Goods lifts.
42416130,Mechanical lifts.
42416200,Skip hoists.
42416210,Bin-lifts.
42416300,Hoists.
42416400,Escalators.
42416500,Moving walkways.
42417000,Elevators and conveyors.
42417100,Pneumatic elevators or conveyors.
42417200,Conveyors.
42417210,"Bucket-type, continuous-action elevators or conveyors."
42417220,Belt-type continuous-action elevators or conveyors.
42417230,Armoured-faced conveyors (AFCS) for mining.
42417300,Conveyor equipment.
42417310,Conveyor belts.
42418000,"Lifting, handling, loading or unloading machinery."
42418100,Mine-wagon pushers and locomotive or wagon traversers.
42418200,Monorail or ski-lift equipment.
42418210,Overhead monorail equipment.
42418220,Chairlifts.
42418290,Ski-lift equipment.
42418300,Flare tip removal equipment.
42418400,Carousel storage and retrieval machines.
42418500,Mechanical handling equipment.
42418900,Loading or handling machinery.
42418910,Loading equipment.
42418920,Unloading equipment.
42418930,Sideloaders.
42418940,Container-handling equipment.
42419000,Parts of lifting and handling equipment.
42419100,Parts of cranes.
42419200,Parts of works trucks.
42419500,"Parts of lift, skip hoists or escalators."
42419510,Parts of lifts.
42419520,Parts of skip hoists.
42419530,Parts of escalators.
42419540,Parts of moving walkways.
42419800,Parts of conveyors.
42419810,Parts of belt conveyors.
42419890,Parts of bucket conveyors.
42419900,Parts of winding gear and other lifting or handling equipment.
42420000,"Buckets, shovels, grabs and grips for cranes or excavators."
42500000,Cooling and ventilation equipment.
42510000,"Heat-exchange units, air-conditioning and refrigerating equipment, and filtering machinery."
42511000,Heat-exchange units and machinery for liquefying air or other gases.
42511100,Heat-exchange units.
42511110,Heat pumps.
42511200,Machinery for liquefying air or other gases.
42512000,Air-conditioning installations.
42512100,Window air-conditioning machines.
42512200,Wall air-conditioning machines.
42512300,HVAC packages.
42512400,Vehicle air conditioners.
42512500,Parts of air-conditioning machines.
42512510,Dampers.
42512520,Louvres.
42513000,Refrigerating and freezing equipment.
42513100,Freezing equipment.
42513200,Refrigerating equipment.
42513210,Refrigerated showcases.
42513220,Refrigerated counters.
42513290,Commercial refrigerating equipment.
42514000,Machinery and apparatus for filtering or purifying gases.
42514200,Electrostatic air and gas cleaners.
42514300,Filtering apparatus.
42514310,Air filters.
42514320,Gas filters.
42515000,District heating boiler.
42520000,Ventilation equipment.
42521000,Smoke-extraction equipment.
42522000,Non-domestic fans.
42522100,Parts of fans.
42530000,Parts of refrigerating and freezing equipment and heat pumps.
42531000,Parts of refrigerating equipment.
42532000,Parts of freezing equipment.
42533000,Parts of heat pumps.
42600000,Machine tools.
42610000,Machine tools operated by laser and machining centres.
42611000,Special-purpose machine tools.
42612000,Machining centre.
42612100,Horizontal-spindle machining centre.
42612200,Vertical-spindle machining centre.
42620000,"Lathes, boring and milling machine tools."
42621000,Lathes.
42621100,CNC lathe.
42622000,Threading or tapping machines.
42623000,Milling machines.
42630000,Metal-working machine tools.
42631000,Machine tools for finishing metals.
42632000,Numerically-controlled machines for metal.
42633000,"Bending, folding, straightening or flattening machines."
42634000,Forging machines.
42635000,Die-stamping machines.
42636000,Presses.
42636100,Hydraulic presses.
42637000,"Machine tools for drilling, boring or milling metal."
42637100,Machine tools for drilling metal.
42637200,Machine tools for boring metal.
42637300,Machine tools for milling metal.
42638000,Metal-working machining centre.
42640000,Machine tools for working hard materials except metals.
42641000,"Machine tools for working stone, ceramics, concrete or glass."
42641100,Machine tools for working stone.
42641200,Machine tools for working ceramics.
42641300,Machine tools for working concrete.
42641400,Machine tools for working glass.
42642000,"Machine tools for working wood, bone, cork, hard rubber or hard plastics."
42642100,Machine tools for working wood.
42642200,Machine tools for working bone.
42642300,Machine tools for working cork.
42642400,Machine tools for working hard rubber.
42642500,Machine tools for working hard plastics.
42650000,Pneumatic or motorised hand tools.
42651000,Pneumatic hand tools.
42652000,Hand-held electromechanical tools.
42660000,"Soldering, brazing and welding tools, surface tempering and hot-spraying machines and equipment."
42661000,Soldering and brazing equipment.
42661100,Soldering equipment.
42661200,Brazing equipment.
42662000,Welding equipment.
42662100,Electric welding equipment.
42662200,Non-electric welding equipment.
42663000,Surface tempering machines.
42664000,Fusion equipment.
42664100,Fusion equipment for plastics.
42665000,Metal-spraying machinery.
42670000,Parts and accessories of machine tools.
42671000,Tool holders.
42671100,Laboratory tool carriers.
42671110,Test tube racks for baths.
42672000,Machine-tool work holders.
42673000,Machine-tool dividing special attachments.
42674000,Parts and accessories for metal-working machine tools.
42675000,Parts and accessories for hard material-working machine tools.
42675100,Parts of chain saws.
42676000,Parts of hand tools.
42677000,Parts of pneumatic tools.
42700000,"Machinery for textile, apparel and leather production."
42710000,Machinery for textiles.
42711000,Machines for processing man-made textile materials.
42712000,Textile spinning machines.
42713000,Weaving machines.
42714000,Knitting machines.
42715000,Sewing machines.
42716000,"Laundry washing, dry-cleaning and drying machines."
42716100,Washing installation.
42716110,Washing equipment.
42716120,Washing machines.
42716130,Dry-cleaning machines.
42716200,Drying machines.
42717000,Linen ironing and folding equipment.
42717100,Linen folding equipment.
42718000,Textile-finishing machinery.
42718100,Ironing machines.
42718200,Ironing presses.
42720000,Parts of machinery for textile and apparel production.
42800000,Machinery for paper or paperboard production.
42810000,Parts of machinery for paper or paperboard production.
42900000,Miscellaneous general and special-purpose machinery.
42910000,"Distilling, filtering or rectifying apparatus."
42912000,Liquid filtering or purifying machinery and apparatus.
42912100,Machinery and apparatus for filtering liquids.
42912110,Drilling-mud filtering apparatus.
42912120,Hydrocyclone machinery.
42912130,Apparatus for filtering or purifying beverages.
42912300,Machinery and apparatus for filtering or purifying water.
42912310,Water filtration apparatus.
42912320,De-aeration apparatus.
42912330,Water-purifying apparatus.
42912340,Desalination apparatus.
42912350,Filtration plant equipment.
42913000,"Oil, petrol and air-intake filters."
42913300,Oil filters.
42913400,Petrol filters.
42913500,Air-intake filters.
42914000,Recycling equipment.
42920000,"Machinery for cleaning bottles, packing and weighing and spraying machinery."
42921000,"Machinery for cleaning, filling, packing or wrapping bottles or other containers."
42921100,Machinery for cleaning or drying bottles or other containers.
42921200,"Machinery for filling or closing bottles, cans or other containers."
42921300,Packing or wrapping machinery.
42921310,Strapping machines.
42921320,Packaging machines.
42921330,Wrapping machines.
42923000,Weighing machinery and scales.
42923100,Weighing machinery.
42923110,Balances.
42923200,Scales.
42923210,Shop scales.
42923220,Scales for continuous weighing of goods.
42923230,Checkweigher scales.
42924200,Steam or sand blasting machines.
42924300,Spraying equipment.
42924310,Spray guns.
42924700,"Mechanical appliances for projecting, dispersing or spraying."
42924710,Gas-dispersing apparatus.
42924720,Decontamination equipment.
42924730,Pressurised water cleaning apparatus.
42924740,High-pressure cleaning apparatus.
42924790,Odour-masking apparatus.
42930000,"Centrifuges, calendering or vending machines."
42931000,Centrifuges.
42931100,Laboratory centrifuges and accessories.
42931110,Floor-model centrifuges.
42931120,Tabletop centrifuges.
42931130,Inserts for centrifuges.
42931140,Rotary equipment for centrifuges.
42932000,Calendering machines.
42932100,Rolling machines.
42933000,Vending machines.
42933100,Sanitary vending machines.
42933200,Stamp-vending machines.
42933300,Automatic goods-vending machines.
42940000,Machinery for the heat treatment of materials.
42941000,Machinery for the heat treatment of gas.
42942000,Ovens and accessories.
42942200,Vacuum ovens.
42943000,Thermostatic baths and accessories.
42943100,Refrigeration coils.
42943200,Ultrasonic baths.
42943210,Immersion thermostats.
42943300,Immersion coolers.
42943400,Refrigerated and refrigerated/heating circulators.
42943500,Recirculating coolers.
42943600,High-temperature circulators.
42943700,Heating circulators.
42943710,Bath covers.
42950000,Parts of general-purpose machinery.
42952000,Parts of centrifuges.
42953000,Parts of calendering machines.
42954000,Parts of rolling machines.
42955000,Parts of filtering machinery.
42956000,Parts of purifying machinery.
42957000,Parts of spraying machines.
42958000,Weights for weighing machines.
42959000,Non-domestic dishwashing machines.
42960000,"Command and control system, Printing, graphics, Office automation and Information-processing equipment."
42961000,Command and control system.
42961100,Access control system.
42961200,Scada or equivalent system.
42961300,Vehicle location system.
42961400,Dispatch system.
42962000,Printing and graphics equipment.
42962100,Film printing system.
42962200,Printing press.
42962300,Graphics workstations.
42962400,Hectographs.
42962500,Engraving machines.
42963000,Coin press.
42964000,Office automation equipment.
42965000,Information-processing equipment.
42965100,Warehouse management system.
42965110,Depot system.
42967000,Controller unit.
42967100,Digital remote-control unit.
42968000,Dispensers.
42968100,Drinks dispensers.
42968200,Sanitary dispensing machines.
42968300,Toilet-roll dispenser system.
42970000,"Parts of dishwashing machines and of machines for cleaning, filling, packing or wrapping."
42971000,Parts of dishwashing machines.
42972000,Parts of cleaning machines.
42973000,Parts of filling machines.
42974000,Parts of packing machines.
42975000,Parts of wrapping machines.
42980000,Gas generators.
42981000,Ozone generators.
42990000,Miscellaneous special-purpose machinery.
42991000,"Paper, printing and bookbinding machinery and parts."
42991100,Bookbinding machinery.
42991110,Book-sewing machinery.
42991200,Printing machinery.
42991210,Offset printing machinery.
42991220,Typesetting machinery.
42991230,Ticket printers.
42991300,Photocomposing system.
42991400,"Dryers for wood, paper pulp, paper or paperboard."
42991500,Parts of printing or bookbinding machinery.
42992000,Special-purpose electrical goods.
42992100,Faraday cage.
42992200,Anechoic chamber.
42992300,Electromagnetic absorbent material.
42993000,Chemical industry machinery.
42993100,Chlorinators.
42993200,Dosing plant.
42994000,Machinery for working rubber or plastics.
42994100,Machines for the production of plastic windows and frames.
42994200,Machinery for working plastics.
42994220,Lamination accessories.
42994230,Laminators.
42995000,Miscellaneous cleaning machines.
42995100,Tunnel washer.
42995200,Beach cleaning machines.
42996000,Machinery for the treatment of sewage.
42996100,Comminutors.
42996110,Macerators for the treatment of sewage.
42996200,Sewage presses.
42996300,Scrapers.
42996400,Mixer units.
42996500,Sewage screens.
42996600,Oxygenation equipment.
42996700,Precipitators.
42996800,Sedimentation beds.
42996900,Sludge-processing equipment.
42997000,Pipeline machinery.
42997100,Machines for inspecting the internal surface of pipelines.
42997200,Machines for cleaning the internal surface of pipelines.
42997300,Industrial robots.
42998000,Pallet-picking system.
42998100,Pallet-retrieving system.
42999000,Non-domestic vacuum cleaners and floor polishers.
42999100,Non-domestic vacuum cleaners.
42999200,Non-domestic floor polishers.
42999300,Parts of non-domestic vacuum cleaners.
42999400,Parts of non-domestic floor polishers.
43000000,"Machinery for mining, quarrying, construction equipment."
43100000,Mining equipment.
43120000,"Coal or rock cutters and tunnelling machinery, and boring or sinking machinery."
43121000,Well-drilling machinery.
43121100,Wellhead running tools.
43121200,Riser connector apparatus.
43121300,Well-completion equipment.
43121400,Well-intervention equipment.
43121500,Well-testing equipment.
43121600,Blowout prevention (BOP) apparatus.
43122000,Coal or rock-cutting machinery.
43123000,Tunnelling machinery.
43124000,Boring machinery.
43124100,Moles.
43124900,Rock-drilling equipment.
43125000,Sinking machinery.
43130000,Drilling equipment.
43131000,Offshore production platforms.
43131100,Offshore equipment.
43131200,Offshore drilling unit.
43132000,Oil drilling equipment.
43132100,Drilling machinery.
43132200,Drilling rig.
43132300,Drills.
43132400,Line equipment.
43132500,Liner hangers.
43133000,Oil platform equipment.
43133100,Skid units.
43133200,Skid-mounted modules.
43134000,Oil-field machinery.
43134100,Submersible pumps.
43135000,Subsea equipment.
43135100,Subsea control systems.
43136000,Downhole equipment.
43140000,Mobile hydraulic-powered mine roof supports.
43200000,"Earthmoving and excavating machinery, and associated parts."
43210000,Earthmoving machinery.
43211000,Bulldozers.
43212000,Angle-dozers.
43220000,Graders and levellers.
43221000,Road graders.
43230000,Scraper machines.
43240000,Tamping machines.
43250000,Front-end shovel loaders.
43251000,Front-end shovel loaders with backhoe.
43252000,Front-end shovel loaders without backhoe.
43260000,"Mechanical shovels, excavators and shovel loaders, and mining machinery."
43261000,Mechanical shovels.
43261100,Mechanical shovel loaders.
43262000,Excavating machinery.
43262100,Mechanical excavators.
43300000,Construction machinery and equipment.
43310000,Civil engineering machinery.
43311000,Pile drivers.
43312000,Road-surfacing machinery.
43312100,Planers.
43312200,Chippers.
43312300,Paving machinery.
43312400,Road rollers.
43312500,Mechanical rollers.
43313000,Snowploughs and snowblowers.
43313100,Snowploughs.
43313200,Snowblowers.
43314000,Pile extractors.
43315000,Compacting machinery.
43316000,Cable-laying machinery.
43320000,Construction equipment.
43321000,Bridge-suspension equipment.
43322000,Dismantling equipment.
43323000,Irrigation equipment.
43324000,Drainage equipment.
43324100,Equipment for swimming pools.
43325000,Park and playground equipment.
43325100,Grounds-maintenance equipment.
43327000,Prefabricated equipment.
43328000,Hydraulic installations.
43328100,Hydraulic equipment.
43329000,Equipment sets.
43400000,Mineral-processing and foundry mould-forming machinery.
43410000,Mineral-processing machinery.
43411000,Sorting and screening machines.
43412000,Machines for mixing gravel with bitumen.
43413000,Concrete or mortar mixers.
43413100,Cement mixers.
43414000,Grinding machines.
43414100,Coal pulverizing mills.
43415000,Foundry moulds.
43420000,Foundry mould-forming machinery.
43500000,Track-laying vehicles.
43600000,"Parts of machinery for mining, quarrying and construction."
43610000,Parts for boring machinery.
43611000,Parts for well-drilling machinery.
43611100,Bridge plugs.
43611200,Industrial drill bits.
43611300,Drilling jars.
43611400,Iron roughnecks.
43611500,Rotary tables.
43611600,Mudline suspension equipment.
43611700,Tieback equipment.
43612000,Parts of well-extraction machinery.
43612100,Casing hangers.
43612200,Liner hanger equipment.
43612300,Production riser tensioners.
43612400,Wellheads.
43612500,Production riser tieback equipment.
43612600,Wellhead control system.
43612700,Wellhead equipment.
43612800,Rig-jacking systems.
43613000,Parts of coal or rock cutting machinery.
43613100,Parts of coal cutting machinery.
43613200,Parts of rock cutting machinery.
43614000,Parts of tunnelling machinery.
43620000,Parts of mineral-processing machinery.
43630000,Parts of sinking machinery.
43640000,Parts of excavating machinery.
43700000,Machinery for metallurgy and associated parts.
43710000,Metal-rolling machinery.
43711000,Parts of metal-rolling machinery.
43720000,Casting machines.
43721000,Parts of casting machines.
43800000,Workshop equipment.
43810000,Woodworking equipment.
43811000,Sanding machines.
43812000,Sawing equipment.
43820000,Shoe-making equipment.
43830000,Power tools.
43840000,Blacksmiths' equipment.
44000000,Construction structures and materials; auxiliary products to construction (excepts electric apparatus).
44100000,Construction materials and associated items.
44110000,Construction materials.
44111000,Building materials.
44111100,Bricks.
44111200,Cement.
44111210,Drilling cement.
44111300,Ceramics.
44111400,Paints and wallcoverings.
44111500,Insulators and insulating fittings.
44111510,Insulators.
44111511,Electrical insulators.
44111520,Thermal insulating material.
44111530,Electrical insulating fittings.
44111540,Insulating glass.
44111600,Blocks.
44111700,Tiles.
44111800,Mortar (construction).
44111900,Ceramic flags.
44112000,Miscellaneous building structures.
44112100,Shelters.
44112110,Shelter parts.
44112120,Profile sections.
44112200,Floor coverings.
44112210,Solid flooring.
44112220,False floors.
44112230,Linoleum.
44112240,Parquet.
44112300,Partitions.
44112310,Partition walls.
44112400,Roof.
44112410,Roof frames.
44112420,Roof supports.
44112430,Roof trusses.
44112500,Roofing materials.
44112510,Shingles.
44112600,Sound insulation.
44112700,Beams.
44113000,Road-construction materials.
44113100,Paving materials.
44113120,Paving slabs.
44113130,Paving stones.
44113140,Roadstone.
44113200,Flagstones.
44113300,Coated materials.
44113310,Coated road materials.
44113320,Coated roadstone.
44113330,Coating materials.
44113500,Glass beads.
44113600,Bitumen and asphalt.
44113610,Bitumen.
44113620,Asphalt.
44113700,Road-repair materials.
44113800,Road-surfacing materials.
44113810,Surface dressing.
44113900,Road-maintenance materials.
44113910,Winter-maintenance materials.
44114000,Concrete.
44114100,Ready-mixed concrete.
44114200,Concrete products.
44114210,Concrete piles.
44114220,Concrete pipes and fittings.
44114250,Concrete slabs.
44115000,Building fittings.
44115100,Ducting.
44115200,Plumbing and heating materials.
44115210,Plumbing materials.
44115220,Heating materials.
44115310,Roller-type shutters.
44115400,Skylights.
44115500,Sprinkler systems.
44115600,Stairlifts.
44115700,Exterior blinds.
44115710,Canopies.
44115800,Building internal fittings.
44115810,Curtain rails and hangings.
44115811,Curtain rails.
44115900,Sun protection devices.
44130000,Sewer mains.
44131000,Sewage chambers.
44132000,Culvert elements.
44133000,Ductile-iron end caps.
44134000,Bends.
44140000,Products related to construction materials.
44141000,Conduit.
44141100,Electric conduit.
44142000,Frames.
44143000,Pallets.
44144000,Posts.
44160000,"Pipeline, piping, pipes, casing, tubing and related items."
44161000,Pipelines.
44161100,Gas pipelines.
44161110,Gas-distribution network.
44161200,Water mains.
44161400,Underwater pipeline.
44161410,Subsea pipelines.
44161500,High-pressure pipeline.
44161600,Low-pressure pipeline.
44161700,Pipeline pigs.
44161710,Pig launchers.
44161720,Pig receivers.
44161730,Pig traps.
44162000,Piping.
44162100,Piping supplies.
44162200,Distribution piping.
44162300,Outfall piping.
44162400,Vitrified clay manholes.
44162500,Drinking-water piping.
44163000,Pipes and fittings.
44163100,Pipes.
44163110,Drainage pipes.
44163111,Drain pipes.
44163112,Drainage system.
44163120,Distance-heating pipes.
44163121,Heating pipes.
44163130,Sewer pipes.
44163140,Steam and water pipes.
44163150,Low-pressure pipes.
44163160,Distribution pipes and accessories.
44163200,Pipe fittings.
44163210,Pipe clamps.
44163230,Pipe connectors.
44163240,Pipe joints.
44163241,Insulated joints.
44164000,Casing and tubing.
44164100,Casing.
44164200,Tubing.
44164300,Tubular goods.
44164310,Tubes and fittings.
44165000,"Hoses, risers and sleeves."
44165100,Hoses.
44165110,Drilling hoses.
44165200,Risers.
44165210,Flexible risers.
44165300,Sleeves.
44166000,Oil country tubular goods.
44167000,Various pipe fittings.
44167100,Couplings.
44167110,Flanges.
44167111,Flange adaptors.
44167200,Repair clamps and collars.
44167300,"Bends, tees and pipe fittings."
44167400,Elbows.
44170000,"Plates, sheets, strip and foil related to construction materials."
44171000,Plates (construction).
44172000,Sheets (construction).
44173000,Strip.
44174000,Foil.
44175000,Panels.
44176000,Film.
44190000,Miscellaneous construction materials.
44191000,Miscellaneous construction materials in wood.
44191100,Plywood.
44191200,Laminated wood.
44191300,Particle board.
44191400,Fibreboard.
44191500,Densified wood.
44191600,Parquet panels.
44192000,Other miscellaneous construction materials.
44192100,PVC foam.
44192200,Nails.
44200000,Structural products.
44210000,Structures and parts of structures.
44211000,Prefabricated buildings.
44211100,Modular and portable buildings.
44211110,Cabins.
44211200,Cubicles.
44211300,Field hospital.
44211400,Field kitchens.
44211500,Glasshouses.
44212000,Structural products and parts except prefabricated buildings.
44212100,Bridge.
44212110,Bridge sections.
44212120,Structures of bridges.
44212200,"Towers, lattice masts, derricks and pylons."
44212210,Derricks.
44212211,Drilling derricks.
44212212,Static drilling derricks.
44212220,"Pylons, poles and pickets."
44212221,Pylons.
44212222,Electricity transmission pylons.
44212223,Pylon supports.
44212224,Poles for carrying overhead lines.
44212225,Poles.
44212226,Electricity poles.
44212227,Pickets.
44212230,Towers.
44212233,Water towers.
44212240,Girders.
44212250,Masts.
44212260,Radio or television masts.
44212261,Radio masts.
44212262,Television masts.
44212263,Lattice masts.
44212300,Structures and parts.
44212310,Scaffolding.
44212311,Arch struts.
44212312,Arch stilts.
44212313,Supports.
44212314,Pipe-hanging brackets.
44212315,Equipment for scaffolding.
44212316,Arch clips.
44212317,Scaffolding structures.
44212318,Pipeline supports.
44212320,Miscellaneous structures.
44212321,Bus shelters.
44212322,Telephone booths.
44212329,Security screens.
44212380,Parts of structures.
44212381,Cladding.
44212382,Floodgates.
44212383,Lock gates.
44212390,Sluices.
44212391,Sluice gates.
44212400,Piling.
44212410,Sheet piling.
44212500,Angles and sections.
44212510,Angles.
44212520,Sections.
44220000,Builders' joinery.
44221000,"Windows, doors and related items."
44221100,Windows.
44221110,Window frames.
44221111,Double-glazed units.
44221120,French windows.
44221200,Doors.
44221210,Door blanks.
44221211,Door frames.
44221212,Door screens.
44221213,Door thresholds.
44221220,Fire doors.
44221230,Sliding doors.
44221240,Garage doors.
44221300,Gates.
44221310,Access gates.
44221400,Shutters.
44221500,Thresholds.
44230000,Builders' carpentry.
44231000,Made-up fencing panels.
44232000,Timber roof trusses.
44233000,Staircases.
44300000,"Cable, wire and related products."
44310000,Wire products.
44311000,Stranded wire.
44312000,Fencing wire.
44312300,Barbed wire.
44313000,Metal netting.
44313100,Wire-mesh fencing.
44313200,Wire cloth.
44315000,Wire rods.
44315100,Welding accessories.
44315200,Welding materials.
44315300,Soldering or brazing materials.
44315310,Soldering materials.
44315320,Brazing materials.
44316000,Ironmongery.
44316100,Anvils.
44316200,Portable forge.
44316300,Grilles.
44316400,Hardware.
44316500,Smiths' wares.
44316510,Blacksmiths' wares.
44317000,Iron or steel slings.
44318000,Conductors.
44320000,Cable and related products.
44321000,Cable.
44322000,Cable accessories.
44322100,Cable conduits.
44322200,Cable connectors.
44322300,Cable ducts.
44322400,Cable fasteners.
44330000,"Bars, rods, wire and profiles used in construction."
44331000,Bars.
44332000,Rods (construction).
44333000,Wire.
44334000,Profiles.
44400000,Miscellaneous fabricated products and related items.
44410000,Articles for the bathroom and kitchen.
44411000,Sanitary ware.
44411100,Taps.
44411200,Baths.
44411300,Washbasins.
44411400,Shower basins.
44411600,Bidets.
44411700,"Lavatory seats, covers, bowls and cisterns."
44411710,Lavatory seats.
44411720,Lavatory covers.
44411740,Lavatory bowls.
44411750,Lavatory cisterns.
44411800,Urinals.
44420000,Goods used in construction.
44421000,"Armoured or reinforced safes, strongboxes and doors."
44421300,Safes.
44421500,Armoured or reinforced doors.
44421600,Safe-deposit lockers.
44421700,Boxes and lockers.
44421710,Left-luggage lockers.
44421720,Lockers.
44421721,Safe-deposit boxes.
44421722,Safety cases.
44421780,Deed boxes.
44421790,Cash boxes.
44422000,Letterboxes.
44423000,Miscellaneous articles.
44423100,Bells.
44423200,Ladders.
44423220,Folding steps.
44423230,Step stools.
44423300,Goods-handling equipment.
44423330,Platforms for handling goods.
44423340,Wire-rope accessories for handling goods.
44423400,Signs and related items.
44423450,Nameplates.
44423460,Address plates.
44423700,Manhole elements.
44423710,Surface boxes.
44423720,Boundary boxes.
44423730,Manhole frames.
44423740,Manhole covers.
44423750,Drain covers.
44423760,Access covers.
44423790,Manhole step irons.
44423800,Metal stamps.
44423810,Rubber stamps.
44423850,Shapes.
44423900,Sacrificial anodes.
44424000,Meter-housing boxes and tape.
44424100,Meter-housing boxes.
44424200,Adhesive tape.
44424300,Reflective tape.
44425000,"Rings, seals, bands, sticks and grout packers."
44425100,Elastic rings.
44425110,Self-adhesive reinforcement rings.
44425200,Rubber seals.
44425300,Rubber bands.
44425400,Grout packers.
44425500,Plastic sticks.
44430000,Armour plating.
44431000,Cover plates.
44440000,Bearings.
44441000,Microbeads.
44442000,Roller bearings.
44450000,Mild steel.
44451000,Coin blanks.
44452000,Coin boxes.
44460000,Props and mining struts.
44461000,Props.
44461100,Mine props.
44462000,Mining struts.
44464000,Caterpillar tracks.
44470000,Cast-iron products.
44480000,Miscellaneous fire-protection equipment.
44481000,Platforms ladders.
44481100,Fire ladders.
44482000,Fire-protection devices.
44482100,Fire hoses.
44482200,Fire hydrants.
44500000,"Tools, locks, keys, hinges, fasteners, chain and springs."
44510000,Tools.
44511000,Hand tools.
44511100,Spades and shovels.
44511110,Spades.
44511120,Shovels.
44511200,Gardening forks.
44511300,"Mattocks, picks, hoes, rakes and beach rakes."
44511310,Mattocks.
44511320,Picks.
44511330,Hoes.
44511340,Rakes.
44511341,Beach rakes.
44511400,Axes.
44511500,Hand saws.
44511510,Handsaw blades.
44512000,Miscellaneous hand tools.
44512100,Chisels.
44512200,Pliers.
44512210,Crimping pliers.
44512300,Hammers.
44512400,Wire grips.
44512500,Spanners.
44512600,Roadworking tools.
44512610,Spikes for piercing road surfaces.
44512700,Files or rasps.
44512800,Screwdrivers.
44512900,"Drill bits, screwdriver bits and other accessories."
44512910,Drill bits.
44512920,Screwdriver bits.
44512930,Tool carriers.
44512940,Tool kits.
44513000,Treadle-operated tools.
44514000,Tool handles and tool parts.
44514100,Tool handles.
44514200,Tool parts.
44520000,"Locks, keys and hinges."
44521000,Miscellaneous padlocks and locks.
44521100,Locks.
44521110,Door locks.
